Link,Model,Price,Score,Brand,Year,Configuration,Strings,Made in,Series,Colors,Left-Handed Version,Type,Body Material,Bridge,Neck Joint,Tuners,Fretboard,Neck Material,Decoration,Scale Size,Shape,Thickness,Frets,Fretboard Radius,Nut,Nut Width,Switch,Knobs,Pickup Mods,Volume Controls,Tone Controls,Bridge Pickup,Stainless Steel Frets,Locking Tuners,Expensive Wood,Top Brand Pickups,Multi-Voicing Pickups,Made in South Korea,No High-Quality Nut,No Neck-Through Build,No Weight Relief,No Luminescent Inlay,No Tremolo,No Compound Radius Fretboard,No 21:1 Tuner Ratio,No Strap Lock,Scrape Date,Neck Pickup,Locking Nut,Neck-Through Build,Coil Split Pickups,Tremolo,Retainer Bar,Cheap Fret Wire (NS),No Locking Tuners,Made in Indonesia,Top,Compound Radius Fretboard,No Push Knob or Extra Switch Option,Luminescent Inlay,Bone Nut,"Coil Split, Coil Tap Pickups",Made in Japan,Stays in Tune (Evertune),Ivory Tusq Nut,Made in China,NuBone Nut,Middle Pickup,No Expensive Woods,No Retainer Bar,Parallel Split Pickups,No Top Brand Pickups,Coil Tap Pickups,Made in United States,Weight Relief,Synthetic Bone Nut,Series Split Pickups,"Coil Split, Phase Out Pickups",Made in Mexico,S-1 Switch Pickups,Tri-Sound Pickups,"Parallel Split, Phase Out, Series Split Pickups","Parallel Split, Series Split Pickups",Black Tusq XL Nut,Strap Lock,Nylon Nut,PRS Propietary Nut,Sustainer Pickups,Gold Frets,"Coil Split, Multi-Voicing Pickups",Killswitch Pickups,Boost Pickups,Varitone Pickups,Compensated Nut,"Killswitch, Sustainer Pickups",Boneite Nut,"Killswitch, Phase Out Pickups",Phase Out Pickups,"Coil Split, Capacitance Selector Pickups","Coil Tap, Boost Pickups",Made in India,High-Pass Filter Pickups,"Multi-Voicing, Sustainer Pickups",Half-Bone/Half-Brass Nut,Made in Vietnam,"Coil Split, Killswitch Pickups","Multi-Voicing, Gain Reduction Pickups","Coil Split, Boost Pickups","Coil Tap, Phase Out Pickups"
https://findmyguitar.com/reviews/ESP-Arrow-1007-Baritone-Evertune-review.php,ESP Arrow-1007 Baritone Evertune,"$1,799",7.7,ESP,2024,HH,7,Japan,Arrow,Black,No,Solid Body,Mahogany w/ Maple Cap,Evertune (F model),Neck-Through,Grover,Macassar Ebony,3pc Maple,Arrow,"27""",Extra Thin U,1st Fret: 0.748'' (19mm) - 12th Fret: 0.827'' (21mm),24 XL Jumbo Stainless Steel,"12"" to 16""",Plastic,48mm (1.89''),3 Way,Dome,,1,0,Fishman Fluence Modern Humbucker Ceramic Black Nickel *(Pull Volume for Voice 2) (Humbucker / Active),True,,True,True,,,False,,False,False,False,,False,False,2024-02-07 16:26:29.771942,Fishman Fluence Modern Humbucker Alnico Black Nickel *(Pull Volume for Voice 2) (Humbucker / Active),,True,,,,,False,,,True,False,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Epiphone-Kirk-Hammett-Greeny-1959-Les-Paul-Standard-review.php,"Epiphone Kirk Hammett ""Greeny"" 1959 Les Paul Standard","$1,499",6.8,Epiphone,2023,HH,6,China,Artist,Yellow,No,Solid Body,Mahogany,LockTone Stop Bar,Set,Grover Rotomatic with Spade Button,Indian Laurel,Mahogany,Mother of Pearl Trapezoid,"24.75""",Custom Greeny Profile,,22 Medium Jumbo,"12""",Ivory Tusq,43mm (1.693''),3 Way,Bell,,2,2,Gibson USA Greenybucker (Humbucker / Passive),,,True,True,,,,False,False,False,False,False,False,False,2024-02-07 16:26:38.069040,Gibson USA Greenybucker with Reversed Magnetic Polarity; Reverse Mounted (Humbucker / Passive),,,,,,False,False,,Maple with AAA Flame Maple Veneer,,False,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Epiphone-Jared-James-Nichols-Blues-Power-Les-Paul-Custom-review.php,"Epiphone Jared James Nichols ""Blues Power"" Les Paul Custom",$999,6.8,Epiphone,2023,H,6,China,Artist,Blue,No,Solid Body,Mahogany,Wraparound Lightning Bar,Set,Grover Locking Rotomatic,Ebony,Mahogany,Pearloid Block,"24.75""",50s,,22 Medium Jumbo,"12""",NuBone,43mm (1.693''),0 Way,Bell,,1,1,Seymour Duncan Silencer JJN P-90B (Humbucker / Passive),,True,True,True,,,,False,False,False,False,False,False,False,2024-02-07 16:26:46.200598,,,,,,,False,,,,,False,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Ibanez-AZ24P1QM-Premium-review.php,Ibanez AZ24P1QM Premium,"$1,399.99",7.6,Ibanez,2024,SSH,6,Indonesia,AZ,Green,No,Semi-Hollow,American Basswood,Gotoh T1502,Bolt-On,Gotoh MG-T locking machine heads,Roasted Maple,Roasted Maple,Mother of Pearl dot inlay,"25.5""",AZ Oval C,1st Fret: 0.81'' (20.6mm) - 12th Fret: 0.89'' (22.6mm),22 Jumbo Stainless Steel,"12""",Plastic,42mm (1.654''),5 Way,Dome,,1,1,Seymour Duncan Hyperion (Humbucker / Passive),True,True,,True,,,False,False,,,,False,False,False,2024-02-07 16:26:54.567961,Seymour Duncan Hyperion (Humbucker / Passive),,,,True,,,,False,Quilted Maple,,False,True,,,,,,,,Seymour Duncan Hyperion (Humbucker / Passive),False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Ibanez-S1070PBZ-Premium-review.php,Ibanez S1070PBZ Premium,"$1,399.99",7.7,Ibanez,2018,HSH,6,Indonesia,S,"Black, Blue",No,Solid Body,African Mahogany,Edge-Zero II w/ZPS3Fe,Bolt-On,Gotoh MG-T locking machine heads,Rosewood,11pc Panga Panga/Maple/Walnut/Bubinga,Mother of Pearl off-set dot inlay,"25.5""",Wizard,1st Fret: 0.71'' (18mm) - 12th Fret: 0.79'' (20.1mm),24 Jumbo Stainless Steel,"15.748""",Locking,43mm (1.693''),5 Way,Dome,,1,1,DiMarzio The Tone Zone (Humbucker / Passive),True,True,True,True,,,,False,False,,,False,False,False,2024-02-07 16:27:02.850457,DiMarzio Air Norton (Humbucker / Passive),True,,,True,,,,False,Poplar Burl/Walnut/Curly Maple/Panga Panga (16.5mm),,False,True,,,,,,,,DiMarzio True Velvet (Single Coil / Passive),,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Ibanez-S770-review.php,Ibanez S770,$849.99,7.0,Ibanez,2024,HSH,6,Indonesia,S,Blue,No,Solid Body,Nyatoh,Edge-Zero II,Bolt-On,Ibanez,Rosewood,Roasted Maple,Off-set white dot inlay,"25.5""",Wizard III,1st Fret: 0.75'' (19.1mm) - 12th Fret: 0.83'' (21.1mm),24 Jumbo,"15.748""",Locking,43mm (1.693''),5 Way,Dome,,1,1,DiMarzio The Tone Zone (Humbucker / Passive),,,True,True,,,,False,False,False,,False,False,False,2024-02-07 16:27:11.058938,DiMarzio Air Norton (Humbucker / Passive),True,,,True,,False,False,False,,,False,,,,,,,,,DiMarzio True Velvet (Single Coil / Passive),,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Ibanez-S621QM-review.php,Ibanez S621QM,$500,6.7,Ibanez,2022,HH,6,Indonesia,S,Brown,No,Solid Body,Meranti,F106,Bolt-On,Ibanez,Rosewood,Maple,Off-set white dot inlay,"25.5""",Wizard III,1st Fret: 0.75'' (19.1mm) - 12th Fret: 0.83'' (21.1mm),24 Jumbo,"15.748""",Plastic,43mm (1.693''),5 Way,Dome,Parallel Split,1,1,Quantum (Humbucker / Passive),,,True,,,,False,False,False,False,False,False,False,False,2024-02-07 16:27:19.144298,Quantum (Humbucker / Passive),,,,,,False,False,False,Quilted Maple,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Ibanez-Q54-review.php,Ibanez Q54,$999.99,7.0,Ibanez,2021,SSH,6,Indonesia,Q,"Black, Green",No,Solid Body,Nyatoh,Ibanez Mono-Tune,Bolt-On,Ibanez,Roasted Birdseye Maple,3pc Roasted Maple/Bubinga,Mother of Pearl Step off-set dot inlay,"25.5""",Wizard C,1st Fret: 0.827'' (21mm) - 12th Fret: 0.866'' (22mm),24 Jumbo Stainless Steel,"12""",Plastic,42mm (1.654''),5 Way,Dome,,1,1,Q58 (Humbucker / Passive),True,,True,,,,False,False,False,,False,False,False,False,2024-02-07 16:27:27.325613,R1 (Single Coil / Passive),,,,,,,,False,,,False,True,,,,,,,,R1 (Single Coil / Passive),,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Ibanez-QX52-review.php,Ibanez QX52,$999.99,6.9,Ibanez,2021,HH,6,Indonesia,Q,Black,No,Solid Body,Nyatoh,Ibanez Mono-Tune,Bolt-On,Ibanez,Roasted Birdseye Maple,3pc Roasted Maple/Bubinga,Mother of Pearl Step off-set dot inlay,"25.5""",Parallel Wizard,1st Fret: 0.748'' (19mm) - 12th Fret: 0.748'' (19mm),24 Jumbo Stainless Steel,"20""",Plastic,42mm (1.654''),5 Way,Dome,,1,1,Q58 (Humbucker / Passive),True,,True,,,,False,False,False,,False,False,False,False,2024-02-07 16:27:35.562499,Q58 (Humbucker / Passive),,,,,,,,False,,,False,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Ibanez-QX54QM-review.php,Ibanez QX54QM,"$1,099.99",7.1,Ibanez,2022,SSH,6,Indonesia,Q,Blue,No,Solid Body,Nyatoh,Ibanez Mono-Tune,Bolt-On,Ibanez,Roasted Birdseye Maple,3pc Roasted Maple/Bubinga,Mother of Pearl Step off-set dot inlay,"25.5""",Parallel Wizard,1st Fret: 0.748'' (19mm) - 12th Fret: 0.748'' (19mm),24 Jumbo Stainless Steel,"20""",Plastic,42mm (1.654''),5 Way,Dome,,1,1,Q58 (Humbucker / Passive),True,,True,,,,False,False,False,,False,False,False,False,2024-02-07 16:27:43.594143,R1 (Single Coil / Passive),,,,,,,,False,Quilted Maple,,False,True,,,,,,,,R1 (Single Coil / Passive),,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Ibanez-QX527PB-review.php,Ibanez QX527PB,"$1,199.99",7.0,Ibanez,2023,HH,7,Indonesia,Q,Brown,No,Solid Body,Nyatoh,Ibanez Mono-Tune,Bolt-On,Ibanez,Roasted Birdseye Maple,Roasted Maple/Bubinga,Mother of Pearl Step off-set dot inlay,"25.5""",Parallel Wizard-7,1st Fret: 0.748'' (19mm) - 12th Fret: 0.748'' (19mm),24 Jumbo Stainless Steel,"20""",Plastic,47mm (1.85''),5 Way,Dome,,1,1,Q58-7 (Humbucker / Passive),True,,True,,,,False,False,False,,False,False,False,False,2024-02-07 16:27:52.044085,Q58-7 (Humbucker / Passive),,,,,,,,False,Poplar Burl,,False,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Ibanez-PGMM11-review.php,Ibanez PGMM11,$249.99,6.5,Ibanez,2021,HH,6,China,PGM/FRM,Blue,No,Solid Body,Poplar,F106,Bolt-On,Ibanez,Jatoba,Maple,White dot inlay,"22.2""",PGMM,1st Fret: 0.768'' (19.5mm) - 12th Fret: 0.846'' (21.5mm),24 Medium,"15.748""",Plastic,41mm (1.614''),5 Way,Bell,,1,0,Infinity R (Humbucker / Passive),,,,,,,False,False,False,False,False,False,False,False,2024-02-07 16:28:00.719312,Infinity R (Humbucker / Passive),,,,,,False,False,,,,False,,,,,,,False,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
